,country,nCFR,cCFR,total_deaths,cum_known_t,total_cases,nCFR_UQ,nCFR_LQ,cCFR_UQ,cCFR_LQ,underreporting_estimate,lower,upper,quantile25,quantile75
83,Serbia,0.019771684123808402,0.03943661971830986,168,4260.0,8497,0.01681162,0.02273175,0.033592,0.04528124,0.355,0.35722789520907156,0.37543143216430314,0.03742528935841941,0.04144795007820031
84,Singapore,0.0009363922145675874,0.0027317073170731706,14,5125.0,14951,0.00044612,0.00142667,0.00130273,0.00416068,5.125,9.211399871198145,4.085869551009425,0.002239949232992715,0.003223465401153626
85,Sint_Maarten,0.17333333333333334,0.2826086956521739,13,46.0,75,0.08766433,0.25900234,0.15248991,0.41272748,0.04953846153846154,0.07869372943127205,0.04118940685411916,0.23783043160742662,0.32738695969692116
86,Slovakia,0.014450867052023121,0.024509803921568627,20,816.0,1384,0.00816354,0.0207382,0.01390056,0.03511905,0.5711999999999999,0.8632744972837847,0.4840678103508697,0.020858805477037515,0.02816080236609974
87,Slovenia,0.061079545454545456,0.08198284080076262,86,1049.0,1408,0.04857094,0.07358816,0.06538134,0.09858434,0.1707674418604651,0.1835385927939803,0.1724411862285839,0.07626970573773154,0.08769597586379371
88,Somalia,0.05303030303030303,0.208955223880597,28,134.0,528,0.03391588,0.07214473,0.14011808,0.27779237,0.067,0.08564205266740224,0.06119678573708181,0.1852660396689454,0.23264440809224862
89,South_Africa,0.018614891913530825,0.03850931677018633,93,2415.0,4996,0.014867,0.02236278,0.03083491,0.04618373,0.3635483870967742,0.389169323708151,0.36809502750141926,0.03586829346420454,0.04115034007616813
90,South_Korea,0.022860328965709508,0.025350370981038747,246,9704.0,10761,0.02003648,0.02568418,0.02222293,0.02847781,0.5522601626016259,0.5399828006543548,0.5969559755709883,0.02427411301002868,0.026426628952048815
91,Spain,0.11302206639370317,0.16620734404543455,23822,143327.0,210773,0.11167037,0.11437376,0.16428009,0.16813459,0.08423213835949962,0.07304597750861867,0.10110947137751237,0.16554411202335223,0.16687057606751687
92,Sudan,0.07861635220125786,0.373134328358209,25,67.0,318,0.04903546,0.10819724,0.25732847,0.48894019,0.03752,0.04663300598551504,0.034769078919883074,0.3332816237810556,0.4129870329353624
93,Sweden,0.12002446358493452,0.2218349660889224,2355,10616.0,19621,0.11547712,0.12457181,0.21393148,0.22973845,0.06310997876857749,0.05609272555711074,0.07399719162552508,0.21911511105953088,0.2245548211183139
94,Switzerland,0.047256776669750866,0.06370692044719578,1379,21646.0,29181,0.04482223,0.04969132,0.06045336,0.06696048,0.21975634517766499,0.1985001230788421,0.2538811032963312,0.06258726153834465,0.06482657935604691
95,Thailand,0.018379850238257316,0.02459016393442623,54,2196.0,2938,0.01352289,0.02323681,0.01811268,0.03106765,0.5693333333333332,0.6625192173138208,0.5471930558442119,0.02236104385536457,0.026819284013487887
96,Tunisia,0.041025641025641026,0.062111801242236024,40,644.0,975,0.02857542,0.05347586,0.04347086,0.08075274,0.2254,0.27604696621314095,0.21051917523865007,0.055696825502555884,0.06852677698191617
97,Turkey,0.026096133550801114,0.050159262363788766,2992,59650.0,114653,0.02517335,0.02701892,0.04840763,0.0519109,0.2791109625668449,0.24789482304171914,0.32748421957084106,0.04955646534335267,0.050762059384224865
98,Ukraine,0.025398512221041444,0.06006534305101784,239,3979.0,9410,0.02221966,0.02857737,0.05268253,0.06744816,0.2330794979079498,0.22777949810678916,0.2520454333260565,0.057524667565358345,0.06260601853667734
99,United_Arab_Emirates,0.007820738137082601,0.018396031417941296,89,4838.0,11380,0.0062023,0.00943918,0.01460947,0.0221826,0.7610337078651686,0.8213852182469866,0.7663665651035931,0.017092946715465997,0.019699116120416596
100,United_Kingdom,0.13452480685097273,0.2561896545611402,21678,84617.0,161145,0.13285883,0.13619078,0.25324841,0.2591309,0.054647015407325396,0.04738430544894825,0.06560390921475025,0.25517747294820087,0.2572018361740795
101,United_States_of_America,0.057629843677012155,0.10658583762714774,58355,547493.0,1012583,0.05717594,0.05808375,0.10576844,0.10740324,0.13134953303058863,0.11345539691965047,0.158282005965109,0.1063045424821743,0.10686713277212118
102,Uruguay,0.024,0.03579952267303103,15,419.0,625,0.01200118,0.03599882,0.01801004,0.05358901,0.3910666666666666,0.6662950977062014,0.31722923838574385,0.029677560638456522,0.04192148470760553
